case_id,activity,resource,timestamp
Case 2646,take in charge ticket,Value 8,2011-05-20 09:41:04
Case 2646,resolve ticket,Value 9,2011-05-20 10:46:04
Case 2646,closed,Value 5,2011-06-22 09:50:25
Case 2647,assign seriousness,Value 9,2010-09-23 10:45:47
Case 2647,take in charge ticket,Value 9,2010-09-23 10:46:11
Case 2647,resolve ticket,Value 9,2010-09-23 10:47:28
Case 2647,closed,Value 5,2010-10-26 10:50:17
Case 2648,assign seriousness,Value 13,2012-04-16 07:12:34
Case 2648,take in charge ticket,Value 2,2012-04-16 08:47:28
Case 2648,resolve ticket,Value 2,2012-04-17 14:01:59
Case 2648,closed,Value 5,2012-05-24 07:20:52
Case 2649,assign seriousness,Value 2,2010-05-26 08:16:03
Case 2649,assign seriousness,Value 2,2010-05-26 08:16:42
Case 2649,assign seriousness,Value 2,2010-05-26 08:16:42
Case 2649,take in charge ticket,Value 12,2010-05-26 09:42:11
Case 2649,resolve ticket,Value 12,2010-05-26 10:20:55
Case 2649,closed,Value 5,2010-06-29 08:20:21
Case 265,assign seriousness,Value 2,2013-10-14 13:50:24
Case 265,take in charge ticket,Value 2,2013-10-14 13:51:08
Case 265,resolve ticket,Value 14,2013-11-07 16:01:57
Case 265,closed,Value 3,2013-11-22 16:02:18
Case 2650,insert ticket,Value 14,2010-09-17 14:42:28
Case 2650,assign seriousness,Value 14,2010-09-17 14:43:40
Case 2650,take in charge ticket,Value 14,2010-09-17 14:45:04
Case 2650,resolve ticket,Value 14,2010-09-21 08:48:23
Case 2650,closed,Value 5,2010-10-31 15:51:28
Case 2651,assign seriousness,Value 13,2011-06-13 09:35:25
Case 2651,take in charge ticket,Value 13,2011-06-13 09:35:37
Case 2651,resolve ticket,Value 13,2011-06-13 09:36:24
Case 2651,closed,Value 5,2011-07-20 09:40:37
Case 2652,assign seriousness,Value 8,2011-01-11 15:04:50
Case 2652,take in charge ticket,Value 2,2011-01-13 10:55:25
Case 2652,resolve ticket,Value 2,2011-01-13 11:22:14
Case 2652,closed,Value 5,2011-02-24 15:10:28
Case 2653,assign seriousness,Value 1,2011-09-15 08:54:26
Case 2653,take in charge ticket,Value 2,2011-09-21 07:06:43
Case 2653,resolve ticket,Value 2,2011-10-07 14:34:18
Case 2653,closed,Value 5,2011-10-22 14:34:34
Case 2654,assign seriousness,Value 1,2011-12-21 11:06:07
Case 2654,take in charge ticket,Value 1,2011-12-21 11:06:16
Case 2654,resolve ticket,Value 1,2011-12-21 16:31:18
Case 2654,closed,Value 5,2012-01-27 11:11:13
Case 2655,assign seriousness,Value 8,2011-05-18 07:33:26
Case 2655,take in charge ticket,Value 2,2011-05-18 10:27:00
Case 2655,wait,Value 12,2011-05-18 12:48:25
Case 2655,take in charge ticket,Value 2,2011-05-31 13:40:21
Case 2655,resolve ticket,Value 2,2011-05-31 13:40:31
Case 2655,closed,Value 5,2011-07-01 08:40:34
Case 2656,assign seriousness,Value 9,2012-06-26 10:58:41
Case 2656,take in charge ticket,Value 9,2012-06-26 10:59:09
Case 2656,resolve ticket,Value 9,2012-06-26 10:59:30
Case 2656,closed,Value 2,2012-08-24 15:43:20
Case 2657,assign seriousness,Value 8,2011-05-11 13:19:23
Case 2657,take in charge ticket,Value 12,2011-05-18 14:41:42
Case 2657,resolve ticket,Value 9,2011-05-18 16:03:06
Case 2657,closed,Value 5,2011-06-11 13:21:05
Case 2658,assign seriousness,Value 2,2010-11-17 10:26:38
Case 2658,take in charge ticket,Value 2,2010-11-17 16:26:46
Case 2658,resolve ticket,Value 2,2010-11-17 16:27:53
Case 2658,take in charge ticket,Value 14,2010-11-19 10:15:36
Case 2658,resolve ticket,Value 14,2010-11-19 10:16:35
Case 2658,closed,Value 5,2010-12-18 10:30:40
Case 2659,assign seriousness,Value 1,2013-02-20 11:27:41
Case 2659,take in charge ticket,Value 1,2013-02-27 08:28:39
Case 2659,wait,Value 2,2013-02-28 10:57:56
Case 2659,wait,Value 2,2013-02-28 10:57:56
Case 2659,take in charge ticket,Value 2,2013-03-15 10:05:24
Case 2659,resolve ticket,Value 2,2013-03-15 10:05:41
Case 2659,closed,Value 3,2013-03-30 10:05:56
Case 266,assign seriousness,Value 13,2012-06-18 10:49:00
Case 266,resolve ticket,Value 1,2012-06-20 07:11:19
Case 266,resolve ticket,Value 1,2012-06-20 07:11:20
Case 266,closed,Value 5,2012-07-31 10:50:36
Case 2660,assign seriousness,Value 8,2011-03-25 10:09:15
Case 2660,take in charge ticket,Value 16,2011-04-06 13:22:51
Case 2660,resolve ticket,Value 16,2011-04-06 13:22:58
Case 2660,closed,Value 5,2011-05-08 09:10:17
Case 2661,assign seriousness,Value 1,2011-11-15 08:54:38
Case 2661,resolve ticket,Value 1,2011-11-16 10:40:12
Case 2661,resolve ticket,Value 4,2011-11-16 10:40:21
Case 2661,resolve ticket,Value 4,2011-11-16 10:40:22
Case 2661,closed,Value 5,2011-12-31 09:00:17
Case 2662,assign seriousness,Value 8,2010-12-02 16:39:04
Case 2662,take in charge ticket,Value 2,2010-12-14 08:17:49
Case 2662,resolve ticket,Value 21,2011-01-03 15:49:52
Case 2662,closed,Value 5,2011-01-18 15:50:07
Case 2663,assign seriousness,Value 9,2012-01-20 09:24:58
Case 2663,take in charge ticket,Value 9,2012-01-20 09:25:10
Case 2663,resolve ticket,Value 9,2012-01-20 09:47:45
Case 2663,closed,Value 5,2012-02-24 09:30:28
Case 2664,assign seriousness,Value 2,2010-02-19 09:26:26
Case 2664,take in charge ticket,Value 2,2010-03-09 11:36:35
Case 2664,resolve ticket,Value 2,2010-03-09 11:36:42
Case 2664,closed,Value 5,2010-03-24 11:36:54
Case 2665,assign seriousness,Value 1,2013-07-16 14:09:24
Case 2665,take in charge ticket,Value 1,2013-07-23 08:59:33
Case 2665,wait,Value 1,2013-07-24 08:25:22
Case 2665,resolve ticket,Value 1,2013-08-19 15:20:54
Case 2665,closed,Value 3,2013-09-03 15:21:13
Case 2666,assign seriousness,Value 18,2013-11-26 16:44:10
Case 2666,assign seriousness,Value 2,2013-11-27 10:54:26
Case 2666,take in charge ticket,Value 14,2013-12-12 08:09:00
Case 2666,wait,Value 14,2013-12-12 08:17:21
Case 2666,wait,Value 14,2013-12-12 08:17:22
Case 2666,resolve ticket,Value 14,2013-12-18 11:14:28
Case 2666,closed,Value 3,2014-01-02 11:14:47
Case 2667,assign seriousness,Value 1,2013-09-11 15:34:58
Case 2667,take in charge ticket,Value 20,2013-09-13 10:57:14
Case 2667,wait,Value 20,2013-09-13 13:35:20
Case 2667,wait,Value 20,2013-09-13 15:17:28
Case 2667,resolve ticket,Value 1,2013-10-08 12:55:34
Case 2667,take in charge ticket,Value 1,2013-10-08 14:36:20
Case 2667,wait,Value 1,2013-10-09 13:05:58
Case 2667,resolve ticket,Value 1,2013-10-09 14:53:36
Case 2667,closed,Value 3,2013-10-24 14:53:51
Case 2668,assign seriousness,Value 4,2013-01-14 14:27:26
Case 2668,assign seriousness,Value 4,2013-01-14 14:28:01
Case 2668,take in charge ticket,Value 2,2013-01-30 13:22:46
Case 2668,require upgrade,Value 2,2013-01-30 13:26:42
Case 2668,resolve ticket,Value 2,2013-02-13 08:58:53
Case 2668,closed,Value 3,2013-02-28 08:59:10
Case 2669,assign seriousness,Value 4,2012-02-03 10:54:21
Case 2669,take in charge ticket,Value 10,2012-02-10 12:06:35
Case 2669,resolve ticket,Value 10,2012-02-10 17:56:52
Case 2669,take in charge ticket,Value 10,2012-02-17 16:44:34
Case 2669,resolve ticket,Value 1,2012-02-24 08:03:54
Case 2669,resolve ticket,Value 1,2012-02-24 08:03:55
Case 2669,closed,Value 5,2012-03-10 08:04:34
Case 267,assign seriousness,Value 8,2011-05-05 09:41:25
Case 267,take in charge ticket,Value 8,2011-05-05 09:42:08
Case 267,resolve ticket,Value 2,2011-05-05 13:14:58
Case 267,closed,Value 5,2011-06-18 09:50:22
Case 2670,assign seriousness,Value 8,2011-02-16 14:45:11
Case 2670,take in charge ticket,Value 8,2011-02-16 14:45:22
Case 2670,resolve ticket,Value 8,2011-02-16 14:45:39
Case 2670,closed,Value 5,2011-04-16 13:50:45
Case 2671,assign seriousness,Value 2,2010-05-21 07:33:57
Case 2671,take in charge ticket,Value 2,2010-05-25 09:39:58
Case 2671,resolve ticket,Value 2,2010-05-25 09:40:25
Case 2671,closed,Value 5,2010-06-24 07:40:32
Case 2672,assign seriousness,Value 1,2012-01-26 16:36:18
Case 2672,take in charge ticket,Value 6,2012-01-26 17:13:35
Case 2672,resolve ticket,Value 6,2012-01-27 13:15:28
Case 2672,closed,Value 5,2012-03-10 16:40:40
Case 2673,assign seriousness,Value 2,2010-05-04 10:04:02
Case 2673,take in charge ticket,Value 16,2010-05-04 15:21:06
Case 2673,resolve ticket,Value 6,2010-05-04 15:31:33
Case 2673,closed,Value 5,2010-06-04 10:12:19
Case 2674,assign seriousness,Value 13,2012-10-03 13:14:54
Case 2674,take in charge ticket,Value 3,2012-10-10 15:41:37
Case 2674,wait,Value 2,2012-10-22 08:15:45
Case 2674,take in charge ticket,Value 2,2012-10-24 07:28:44
Case 2674,resolve ticket,Value 2,2012-11-02 10:51:39
Case 2674,closed,Value 3,2012-11-17 10:51:56
Case 2675,assign seriousness,Value 8,2011-06-06 08:25:39
Case 2675,take in charge ticket,Value 8,2011-06-06 08:26:03
Case 2675,resolve ticket,Value 10,2011-06-15 13:18:05
Case 2675,closed,Value 5,2011-07-07 08:31:55
Case 2676,assign seriousness,Value 1,2012-10-05 07:13:45
Case 2676,take in charge ticket,Value 2,2012-11-14 15:58:24
Case 2676,resolve ticket,Value 2,2012-11-14 15:58:49
Case 2676,closed,Value 3,2012-11-29 15:59:01
Case 2677,assign seriousness,Value 9,2012-05-14 08:35:51
Case 2677,resolve ticket,Value 9,2012-05-14 08:36:07
Case 2677,closed,Value 5,2012-06-26 08:40:32
Case 2678,assign seriousness,Value 2,2011-12-22 10:17:15
Case 2678,take in charge ticket,Value 2,2011-12-22 10:17:25
Case 2678,wait,Value 2,2011-12-22 16:53:16
Case 2678,take in charge ticket,Value 1,2011-12-27 08:17:04
Case 2678,resolve ticket,Value 1,2011-12-28 11:36:34
Case 2678,closed,Value 5,2012-02-10 10:40:17
Case 2679,assign seriousness,Value 8,2011-03-11 10:41:44
Case 2679,take in charge ticket,Value 8,2011-03-30 10:49:01
Case 2679,resolve ticket,Value 13,2011-03-30 13:22:52
Case 2679,closed,Value 5,2011-04-14 13:23:03
Case 268,insert ticket,Value 15,2010-07-23 08:22:58
Case 268,assign seriousness,Value 15,2010-07-23 08:23:24
Case 268,take in charge ticket,Value 15,2010-07-23 08:29:53
Case 268,resolve ticket,Value 15,2010-07-23 09:53:25
Case 268,closed,Value 5,2010-08-25 08:30:37
Case 2680,assign seriousness,Value 2,2010-03-10 08:51:50
Case 2680,take in charge ticket,Value 15,2010-03-15 11:10:26
Case 2680,resolve ticket,Value 15,2010-04-20 08:31:38
Case 2680,closed,Value 5,2010-05-05 08:31:53
Case 2681,assign seriousness,Value 1,2012-11-20 09:03:31
Case 2681,take in charge ticket,Value 2,2012-11-26 16:42:03
Case 2681,wait,Value 2,2012-11-30 09:01:50
Case 2681,resolve ticket,Value 2,2012-12-07 16:04:33
Case 2681,closed,Value 3,2012-12-22 16:04:55
Case 2682,assign seriousness,Value 8,2011-04-01 13:13:58
Case 2682,take in charge ticket,Value 8,2011-04-01 13:14:10
Case 2682,resolve ticket,Value 8,2011-04-01 13:17:00
Case 2682,closed,Value 5,2011-05-04 13:20:32
Case 2683,assign seriousness,Value 2,2010-03-22 16:54:42
Case 2683,take in charge ticket,Value 2,2010-03-23 09:04:08
Case 2683,resolve ticket,Value 2,2010-03-23 09:04:16
Case 2683,closed,Value 5,2010-04-22 16:05:21
Case 2684,assign seriousness,Value 13,2012-07-27 15:53:29
Case 2684,assign seriousness,Value 13,2012-07-27 15:53:47
Case 2684,assign seriousness,Value 13,2012-07-27 15:53:47
Case 2684,take in charge ticket,Value 16,2012-07-30 08:09:53
Case 2684,resolve ticket,Value 16,2012-07-30 08:13:04
Case 2684,closed,Value 5,2012-09-09 16:00:32
Case 2685,assign seriousness,Value 8,2011-05-20 10:04:57
Case 2685,take in charge ticket,Value 8,2011-05-20 10:05:26
Case 2685,resolve ticket,Value 13,2011-05-20 13:20:30
Case 2685,closed,Value 5,2011-07-03 10:10:34
Case 2686,take in charge ticket,Value 14,2013-05-20 14:35:31
Case 2686,resolve ticket,Value 2,2013-06-24 13:07:54
Case 2686,closed,Value 3,2013-07-09 13:08:13
Case 2687,assign seriousness,Value 4,2012-03-19 15:35:18
Case 2687,take in charge ticket,Value 4,2012-03-19 15:38:16
Case 2687,resolve ticket,Value 4,2012-03-20 09:52:51
Case 2687,closed,Value 5,2012-04-26 14:40:26
Case 2688,assign seriousness,Value 1,2012-06-05 15:47:14
Case 2688,take in charge ticket,Value 2,2012-06-06 07:02:13
Case 2688,wait,Value 2,2012-06-18 13:39:57
Case 2688,resolve ticket,Value 2,2012-07-12 08:47:19
Case 2688,closed,Value 5,2012-07-27 08:47:27
Case 2689,assign seriousness,Value 1,2012-05-31 12:12:52
Case 2689,take in charge ticket,Value 6,2012-05-31 16:26:15
Case 2689,resolve ticket,Value 6,2012-06-01 10:41:12
Case 2689,closed,Value 5,2012-07-14 12:20:28
Case 269,take in charge ticket,Value 13,2011-12-12 08:40:49
Case 269,resolve ticket,Value 13,2012-01-03 09:15:12
Case 269,closed,Value 5,2012-01-18 09:15:26
Case 2690,assign seriousness,Value 1,2012-04-10 16:03:47
Case 2690,take in charge ticket,Value 4,2012-04-11 07:03:55
Case 2690,resolve ticket,Value 4,2012-05-02 07:50:12
Case 2690,closed,Value 5,2012-05-17 07:50:34
Case 2691,assign seriousness,Value 1,2012-05-08 08:05:48
Case 2691,take in charge ticket,Value 1,2012-05-10 10:34:19
Case 2691,wait,Value 1,2012-05-11 08:26:19
Case 2691,resolve ticket,Value 1,2012-05-14 08:44:41
Case 2691,closed,Value 5,2012-06-09 08:31:23
Case 2692,assign seriousness,Value 8,2011-05-13 12:41:01
Case 2692,take in charge ticket,Value 8,2011-05-13 12:41:25
Case 2692,resolve ticket,Value 9,2011-05-13 13:33:18
Case 2692,closed,Value 5,2011-06-26 12:50:24
Case 2693,assign seriousness,Value 6,2010-05-03 12:36:18
Case 2693,take in charge ticket,Value 2,2010-05-04 13:23:15
Case 2693,resolve ticket,Value 2,2010-05-04 13:23:24
Case 2693,closed,Value 5,2010-06-05 12:40:17
Case 2694,assign seriousness,Value 8,2011-06-08 07:24:05
Case 2694,take in charge ticket,Value 8,2011-06-08 07:24:35
Case 2694,resolve ticket,Value 9,2011-06-08 09:36:32
Case 2694,closed,Value 5,2011-07-09 07:31:05
Case 2695,take in charge ticket,Value 4,2011-11-23 11:23:17
Case 2695,resolve ticket,Value 6,2011-11-23 13:25:06
Case 2695,closed,Value 5,2012-01-06 11:31:04
Case 2696,assign seriousness,Value 1,2011-10-20 08:53:21
Case 2696,take in charge ticket,Value 6,2011-10-20 08:59:58
Case 2696,resolve ticket,Value 6,2011-10-20 09:51:18
Case 2696,closed,Value 5,2011-11-26 10:00:26
Case 2697,assign seriousness,Value 9,2012-03-01 16:21:45
Case 2697,take in charge ticket,Value 9,2012-03-06 15:41:44
Case 2697,resolve ticket,Value 1,2012-03-07 09:14:00
Case 2697,closed,Value 5,2012-04-03 15:30:17
Case 2698,assign seriousness,Value 4,2011-11-30 09:49:05
Case 2698,take in charge ticket,Value 4,2011-11-30 09:49:38
Case 2698,resolve ticket,Value 4,2011-12-01 13:34:02
Case 2698,closed,Value 5,2012-01-01 09:50:55
Case 2699,assign seriousness,Value 2,2011-04-18 10:39:50
Case 2699,take in charge ticket,Value 10,2011-04-19 07:43:08
Case 2699,resolve ticket,Value 2,2011-04-20 15:19:50
Case 2699,resolve ticket,Value 8,2011-04-20 15:19:51
Case 2699,closed,Value 5,2011-06-05 10:40:47
Case 27,assign seriousness,Value 1,2011-11-24 14:02:16
Case 27,take in charge ticket,Value 1,2011-11-24 14:02:35
Case 27,resolve ticket,Value 13,2011-12-12 09:04:47
Case 27,closed,Value 5,2011-12-27 09:05:04
Case 270,assign seriousness,Value 2,2011-04-01 08:48:44
Case 270,take in charge ticket,Value 2,2011-04-01 08:49:20
Case 270,wait,Value 2,2011-04-01 09:42:02
Case 270,wait,Value 2,2011-04-01 10:40:01
Case 270,take in charge ticket,Value 2,2011-04-04 10:05:40
Case 270,resolve ticket,Value 2,2011-04-06 10:48:27
Case 270,closed,Value 5,2011-05-05 09:10:43
Case 2700,assign seriousness,Value 1,2013-02-15 10:33:26
Case 2700,take in charge ticket,Value 1,2013-02-18 16:18:51
Case 2700,wait,Value 1,2013-02-18 16:43:18
Case 2700,resolve ticket,Value 1,2013-03-18 14:12:44
Case 2700,closed,Value 3,2013-04-02 13:13:00
Case 2701,assign seriousness,Value 8,2011-03-29 09:26:08
Case 2701,take in charge ticket,Value 8,2011-03-29 09:26:35
Case 2701,resolve ticket,Value 13,2011-03-29 15:46:24
Case 2701,closed,Value 5,2011-04-29 09:30:16
Case 2702,assign seriousness,Value 19,2010-09-06 15:22:19
Case 2702,take in charge ticket,Value 19,2010-09-06 15:22:49
Case 2702,resolve ticket,Value 19,2010-09-06 15:22:54
Case 2702,closed,Value 5,2010-11-03 16:30:43
Case 2703,assign seriousness,Value 8,2011-02-02 07:58:41
Case 2703,take in charge ticket,Value 11,2011-02-15 17:03:08
Case 2703,resolve ticket,Value 16,2011-02-18 17:16:29
Case 2703,closed,Value 5,2011-03-05 17:16:47
Case 2704,assign seriousness,Value 8,2011-02-02 13:50:31
Case 2704,take in charge ticket,Value 2,2011-02-09 14:14:46
Case 2704,resolve ticket,Value 2,2011-02-09 14:15:45
Case 2704,closed,Value 5,2011-03-12 14:01:01
Case 2705,assign seriousness,Value 4,2012-04-12 08:17:59
Case 2705,take in charge ticket,Value 4,2012-04-12 08:18:22
Case 2705,resolve ticket,Value 4,2012-04-12 14:17:24
Case 2705,closed,Value 5,2012-05-15 08:20:11
Case 2706,assign seriousness,Value 15,2010-06-11 07:34:41
Case 2706,take in charge ticket,Value 15,2010-06-11 07:53:45
Case 2706,resolve ticket,Value 15,2010-06-11 07:55:39
Case 2706,closed,Value 5,2010-07-14 07:44:28
Case 2707,assign seriousness,Value 8,2011-03-25 13:57:37
Case 2707,assign seriousness,Value 8,2011-03-25 13:58:07
Case 2707,take in charge ticket,Value 8,2011-03-28 15:54:55
Case 2707,resolve ticket,Value 8,2011-03-28 15:55:15
Case 2707,closed,Value 5,2011-05-23 13:00:29
Case 2708,assign seriousness,Value 1,2011-09-16 08:48:49
Case 2708,take in charge ticket,Value 13,2011-09-21 07:38:58
Case 2708,resolve ticket,Value 13,2011-09-21 10:31:28
Case 2708,closed,Value 5,2011-10-19 08:51:04
Case 2709,assign seriousness,Value 2,2010-11-16 14:30:13
Case 2709,take in charge ticket,Value 6,2010-11-17 11:40:23
Case 2709,wait,Value 6,2010-11-17 14:02:04
Case 2709,take in charge ticket,Value 6,2010-11-22 08:59:12
Case 2709,resolve ticket,Value 6,2010-11-22 09:00:08
Case 2709,closed,Value 5,2010-12-22 09:06:59
Case 271,insert ticket,Value 11,2010-03-08 11:43:25
Case 271,assign seriousness,Value 11,2010-03-08 11:44:57
Case 271,assign seriousness,Value 11,2010-03-08 11:45:49
Case 271,take in charge ticket,Value 11,2010-03-08 11:52:48
Case 271,resolve ticket,Value 11,2010-03-08 17:00:50
Case 271,closed,Value 5,2010-04-21 10:50:28
Case 2710,assign seriousness,Value 8,2011-04-26 14:43:59
Case 2710,take in charge ticket,Value 2,2011-05-09 15:19:53
Case 2710,wait,Value 14,2011-05-10 13:13:38
Case 2710,wait,Value 2,2011-05-11 13:53:25
Case 2710,take in charge ticket,Value 2,2011-05-17 07:56:14
Case 2710,resolve ticket,Value 2,2011-05-17 07:56:21
Case 2710,closed,Value 5,2011-06-02 08:50:56
Case 2711,assign seriousness,Value 4,2012-04-03 09:39:47
Case 2711,take in charge ticket,Value 9,2012-04-03 16:05:33
Case 2711,resolve ticket,Value 2,2012-04-10 10:25:09
Case 2711,closed,Value 5,2012-05-04 09:40:19
Case 2712,assign seriousness,Value 2,2010-03-10 08:50:17
Case 2712,take in charge ticket,Value 15,2010-04-19 08:22:43
Case 2712,resolve ticket,Value 15,2010-04-19 08:23:40
Case 2712,closed,Value 5,2010-05-04 08:23:57
Case 2713,assign seriousness,Value 9,2012-09-24 10:34:04
Case 2713,take in charge ticket,Value 9,2012-09-24 10:34:33
Case 2713,wait,Value 9,2012-10-04 08:00:50
Case 2713,resolve ticket,Value 9,2012-10-12 09:04:07
Case 2713,closed,Value 3,2012-10-27 09:04:22
Case 2714,assign seriousness,Value 1,2012-09-19 09:24:49
Case 2714,take in charge ticket,Value 3,2012-09-24 07:01:36
Case 2714,resolve ticket,Value 6,2012-10-08 07:58:09
Case 2714,closed,Value 3,2012-10-23 07:58:26
Case 2715,assign seriousness,Value 8,2011-04-27 09:32:26
Case 2715,take in charge ticket,Value 8,2011-04-27 09:53:02
Case 2715,resolve ticket,Value 8,2011-04-27 10:54:28
Case 2715,closed,Value 5,2011-06-12 09:40:29
Case 2716,assign seriousness,Value 1,2012-10-26 14:13:35
Case 2716,take in charge ticket,Value 2,2012-10-29 15:58:56
Case 2716,wait,Value 2,2012-11-07 10:07:43
Case 2716,resolve ticket,Value 2,2012-11-15 10:30:08
Case 2716,closed,Value 3,2012-11-30 10:30:23
Case 2717,assign seriousness,Value 14,2010-09-16 16:37:47
Case 2717,take in charge ticket,Value 14,2010-09-16 16:38:01
Case 2717,resolve ticket,Value 14,2010-09-16 16:38:13
Case 2717,closed,Value 5,2010-10-30 16:00:56
Case 2718,assign seriousness,Value 2,2010-10-05 12:40:46
Case 2718,take in charge ticket,Value 2,2010-10-07 09:12:16
Case 2718,resolve ticket,Value 2,2010-10-07 09:13:07
Case 2718,closed,Value 5,2010-11-06 10:13:25
Case 2719,assign seriousness,Value 1,2012-05-14 12:59:38
Case 2719,take in charge ticket,Value 1,2012-05-14 12:59:50
Case 2719,wait,Value 1,2012-05-14 13:06:27
Case 2719,resolve ticket,Value 1,2012-05-25 07:35:47
Case 2719,closed,Value 5,2012-06-24 07:36:14
Case 272,assign seriousness,Value 1,2012-01-25 07:58:57
Case 272,take in charge ticket,Value 6,2012-01-25 08:39:02
Case 272,wait,Value 12,2012-02-01 11:28:32
Case 272,resolve ticket,Value 12,2012-02-28 17:21:41
Case 272,closed,Value 5,2012-03-14 17:21:55
Case 2720,assign seriousness,Value 9,2013-08-07 10:30:46
